dark_ratio,image_name,lowfreq_luminance_range,mean_chroma_b,mean_chroma_g,mean_chroma_r,mean_log_luminance,saturation_ratio,scene
0.0,IMG20260128162902..jpg,0.6929411798715593,0.3480488657951355,0.3383842408657074,0.3135668635368347,-0.8567140102386475,0.0013834635416666667,self_3000t_Press
0.0,IMG20260128162908..jpg,0.6313725560903549,0.35057470202445984,0.33848652243614197,0.31093883514404297,-0.990925669670105,0.006456163194444444,self_3000t_Press
0.0,IMG20260128162917..jpg,0.4917647212743761,0.33523523807525635,0.3375200629234314,0.3272446393966675,-1.0310568809509277,0.0,self_3000t_Press
0.0,IMG20260128162921..jpg,0.5960784405469894,0.336063951253891,0.33585405349731445,0.32808202505111694,-0.7608282566070557,0.0,self_3000t_Press
0.0,v01_00002.jpg,0.3450980484485626,0.28264671564102173,0.3443751037120819,0.372978150844574,-0.862208366394043,2.712673611111111e-05,self_CLG899III_Wheel_Loader
0.0,v01_00003.jpg,0.34117649495601654,0.28332754969596863,0.343540221452713,0.37313222885131836,-0.9236922860145569,0.0,self_CLG899III_Wheel_Loader
0.0,v01_00004.jpg,0.32549022138118744,0.2834298014640808,0.34227505326271057,0.37429511547088623,-0.951996922492981,0.0,self_CLG899III_Wheel_Loader
0.0,v01_00005.jpg,0.32549020648002625,0.2828078866004944,0.3439754247665405,0.37321674823760986,-0.820784330368042,0.0004611545138888889,self_CLG899III_Wheel_Loader
0.0,v01_00006.jpg,0.32431373596191404,0.28229665756225586,0.3449602425098419,0.37274307012557983,-0.7605388760566711,0.0007866753472222222,self_CLG899III_Wheel_Loader
0.0,v01_00007.jpg,0.32549020648002625,0.2797020673751831,0.34522131085395813,0.3750765919685364,-0.7601811289787292,0.0013563368055555555,self_CLG899III_Wheel_Loader
0.0,v01_00008.jpg,0.32156863808631897,0.27892789244651794,0.34560930728912354,0.3754628002643585,-0.7524505257606506,0.0011121961805555555,self_CLG899III_Wheel_Loader
0.0,v01_00010.jpg,0.3019607961177826,0.27647772431373596,0.34653523564338684,0.3769870400428772,-0.7262997627258301,0.0007866753472222222,self_CLG899III_Wheel_Loader
0.0,v01_00011.jpg,0.3019607961177826,0.2739323079586029,0.34716352820396423,0.37890416383743286,-0.7086752653121948,0.0011393229166666667,self_CLG899III_Wheel_Loader
0.0,v01_00012.jpg,0.30588236451148987,0.27372604608535767,0.34660637378692627,0.37966758012771606,-0.708596408367157,0.0009494357638888889,self_CLG899III_Wheel_Loader
0.0,v01_00013.jpg,0.29411765933036804,0.27358222007751465,0.34625208377838135,0.3801656663417816,-0.7087132930755615,0.0007866753472222222,self_CLG899III_Wheel_Loader
0.0,v01_00014.jpg,0.2862745225429535,0.27315208315849304,0.34542742371559143,0.38142046332359314,-0.735125720500946,0.000732421875,self_CLG899III_Wheel_Loader
0.0,v01_00015.jpg,0.2850980520248413,0.2752116322517395,0.3440660536289215,0.380722314119339,-0.775096595287323,0.0008680555555555555,self_CLG899III_Wheel_Loader
0.0,v01_00016.jpg,0.27450981736183167,0.2748398184776306,0.344590425491333,0.3805697560310364,-0.7629168629646301,0.0008409288194444445,self_CLG899III_Wheel_Loader
0.0,v01_00018.jpg,0.2733333468437197,0.2816922068595886,0.3417774438858032,0.37653037905693054,-0.8407077193260193,0.001708984375,self_CLG899III_Wheel_Loader
0.0,v01_00019.jpg,0.34117648005485535,0.2856723666191101,0.33853814005851746,0.37578949332237244,-0.9210631847381592,0.005859375,self_CLG899III_Wheel_Loader
0.0,v01_00020.jpg,0.43529412150382996,0.2892104387283325,0.3379358649253845,0.37285369634628296,-0.9221584796905518,0.015380859375,self_CLG899III_Wheel_Loader
0.0,v01_00021.jpg,0.4627451151609421,0.2907731533050537,0.3375095725059509,0.371717244386673,-0.9567969441413879,0.0185546875,self_CLG899III_Wheel_Loader
0.0,v01_00022.jpg,0.46666668355464935,0.2927129864692688,0.3367837369441986,0.3705032765865326,-0.9754875898361206,0.017279730902777776,self_CLG899III_Wheel_Loader
0.0,v01_00023.jpg,0.4576470762491228,0.2942897081375122,0.33742743730545044,0.36828285455703735,-0.932041585445404,0.015489366319444444,self_CLG899III_Wheel_Loader
